Nitrogen,Phosphorus,Potassium,Moisture,Temperature,Conductivity,pH,Label
39.5511179,15.29948998,45.10928527,58.63106493,33.01958096,0.394316226,6.45394741,Alluvial Soil
34.06881121,19.23248796,29.36386106,62.89622788,25.35461469,0.324082066,7.515904937,Loamy Soil
1.392732159,1.622957681,0.747610728,21.36859482,26.5999852,0.595653986,6.730063913,Red Soil
47.69096551,18.20370936,48.76579645,77.72896091,42.2386124,0.564602409,6.250293674,Alluvial Soil
17.76044361,27.52137645,27.58340783,51.93567343,22.2647363,0.313336539,6.250257113,Loamy Soil
29.71066113,16.50530202,25.62928902,59.66999199,24.33935169,0.334431761,7.081639824,Loamy Soil
1.40388552,1.010637203,0.935104219,19.1018908,27.80519277,0.428017168,6.73643406,Loamy Soil
42.39095188,16.23661711,40.27815044,77.85604265,26.04518858,0.379189523,6.730387663,Alluvial Soil
1.429609798,0.532458534,1.352580632,20.14441886,36.12940967,0.620152768,6.649939133,Desert Soil
0.982738228,1.081083515,1.507200967,12.05190021,29.09695217,1.209604322,6.944140972,Desert Soil
40.07209522,13.25847807,30.92823528,58.83259119,27.05632789,0.35430583,8.493570744,Loamy Soil
1.689243823,1.356988783,1.2258552,14.37546742,37.17075267,0.533286823,7.362824404,Desert Soil
0.916476956,1.275609837,1.029384473,21.05211698,31.5535137,0.332156694,6.608608482,Red Soil
50.33847934,19.12461544,50.38933997,77.63907765,39.02127997,0.475062731,6.86062145,Alluvial Soil
1.453609487,1.000906632,0.910674986,23.02921467,30.51585479,0.195013633,5.739846801,Loamy Soil
13.52116172,24.92515828,26.67529559,53.56251218,23.99319409,0.287822298,5.543172511,Alluvial Soil
1.247224107,0.602621967,1.583018687,16.93577748,37.91608585,0.725558753,7.776226383,Desert Soil
1.91075671,0.831014678,1.213053,12.73899606,35.18391095,0.964096584,7.15693496,Desert Soil
11.12413221,42.59093366,41.76488745,66.78764669,32.74367098,0.403631728,2.886343434,Desert Soil
27.41843087,13.54010974,21.88248836,47.82801657,17.96989069,0.271039895,6.684497609,Loamy Soil
49.72028381,17.53692363,45.35801612,77.26751607,39.02338315,0.502772806,6.424252131,Alluvial Soil
30.13955514,12.88883878,31.17286237,57.43938027,30.21264188,0.397975229,6.148513184,Alluvial Soil
28.46088773,11.08255299,21.60661593,50.30120658,16.2998542,0.35331389,6.335633964,Loamy Soil
32.6730679,11.37641861,28.62730226,53.05438232,25.8435929,0.264223404,6.450358759,Alluvial Soil
26.70953842,12.01551215,19.44750098,47.68696592,17.01546781,0.328432176,6.463386163,Loamy Soil
12.89251485,20.79112689,18.55005831,59.55138858,16.33472006,0.347456555,5.306872119,Alluvial Soil
42.83834962,12.24726116,37.4145661,71.43770114,27.38139335,0.184016961,5.726006052,Alluvial Soil
1.295475452,1.177737835,1.004662352,16.72360029,39.51483334,1.329037083,7.922494414,Desert Soil
38.36728798,16.25846778,33.00071936,56.0038568,27.53675489,0.391174719,6.912607625,Red Soil
16.31010447,38.50394761,31.39539594,62.84735141,24.82950958,0.372295355,7.125768031,Loamy Soil
26.81823289,11.91336432,30.08683951,60.28650233,34.91137499,0.341807775,6.804663521,Alluvial Soil
0.931702056,1.339560663,1.236136693,22.91730859,29.98487836,0.478619285,6.700082624,Red Soil
40.15824822,16.47642984,28.61345879,61.78725039,23.79915242,0.283290203,7.412879434,Loamy Soil
50.67862902,18.47515783,51.75691337,87.60964453,40.27528815,0.707678518,5.554002994,Alluvial Soil
1.111337512,1.385006805,1.15765372,28.50342708,30.24971589,0.359932988,6.197312729,Red Soil
26.97756677,17.33830072,21.58510704,69.59063069,26.84565086,0.674568115,5.999643537,Alluvial Soil
27.26670626,13.36246382,22.95852062,56.67294474,19.37656574,0.301494246,6.444745456,Desert Soil
1.021856398,0.647645674,1.371546817,21.92184811,33.12768785,0.589616641,5.823899473,Red Soil
41.83248446,13.98560571,31.03769807,52.19300714,22.60535342,0.35893773,7.464605829,Red Soil
22.50226866,12.61396056,16.76433619,66.09341301,20.21118711,0.250727547,7.85441544,Alluvial Soil
1.549893787,1.389463289,1.511384671,17.33340614,27.7340298,0.594115979,6.882961097,Red Soil
29.73027611,16.82601148,29.39919636,51.87793623,20.30168248,0.308920518,6.746535421,Red Soil
24.11896967,16.30311884,21.78309247,62.71778588,24.97748563,0.58675404,6.383917765,Alluvial Soil
1.01374514,0.726785905,1.419593117,24.16256424,30.21591983,0.307339133,6.11907147,Alluvial Soil
39.12198223,14.40105322,43.27806689,77.82821065,29.34761374,0.347549242,6.853327241,Alluvial Soil
1.455521744,1.019753094,1.362198932,23.2472754,29.10598446,0.295352626,6.784660834,Red Soil
34.85722389,13.8276826,25.12950617,60.69860036,20.5034014,0.286109601,6.656819647,Loamy Soil
1.085828717,0.99346026,0.954798263,24.59924084,36.39121886,0.371198025,7.110197656,Red Soil
32.52678314,17.80123996,26.06783609,59.22005996,20.82545179,0.356533942,6.591649798,Loamy Soil
1.286052472,1.150741425,1.308444894,20.86651465,27.76429496,0.399791639,6.180660096,Red Soil
17.30890002,38.21121765,26.60212423,50.14644598,21.31597241,0.389146261,7.370180886,Loamy Soil
15.12197909,28.27811425,20.3411213,52.75670447,21.86942213,0.334924346,6.097583364,Alluvial Soil
21.55346711,16.8784483,19.85920465,72.07233915,25.55882586,0.581246057,5.80200906,Alluvial Soil
1.283369465,1.680842327,1.654940852,24.8880933,20.2028065,0.459417336,6.960423822,Red Soil
0.976819239,1.560931751,1.059572581,22.41523427,30.76832117,0.373205028,6.570530418,Red Soil
0.927782386,0.838661796,1.68712278,12.60977085,25.72351208,1.23807701,5.931852773,Desert Soil
43.96880234,12.26634909,44.30561287,75.52593321,26.25967834,0.331956665,5.852196942,Alluvial Soil
0.565694568,1.44615475,1.331659132,21.61878758,37.41727039,1.006701446,7.954061776,Desert Soil
0.78444237,1.390954787,1.889399158,22.68482277,39.86084587,1.341343448,6.689856947,Desert Soil
41.59268003,17.27639823,29.11902965,56.32993764,24.729592,0.418968127,6.594786464,Desert Soil
47.74866649,19.36565679,51.79038938,78.60896354,46.46842069,0.495342398,6.747069202,Alluvial Soil
1.105174332,0.920438717,0.999901946,29.80866826,22.79576165,0.359419681,4.986756514,Red Soil
1.037015463,1.173257734,0.685581882,25.59712709,34.68306869,0.669847144,6.649769247,Red Soil
49.40715441,16.98443048,37.66563906,81.98866774,38.24610636,0.43757397,5.516861934,Alluvial Soil
0.978319812,1.009259738,1.556725365,13.50535655,17.85850239,0.734297881,7.368397964,Desert Soil
1.13868538,1.135785004,0.681705361,25.44721601,29.8737658,0.285186918,7.332505624,Red Soil
0.914917319,0.521562125,1.315964117,14.93326367,36.35929751,0.834285078,6.448712578,Desert Soil
39.65377969,16.98002204,27.3366914,60.40208301,25.34109016,0.34778156,6.374546411,Loamy Soil
0.95480672,0.808265709,1.459582162,25.20739705,35.07243816,0.592636855,6.599294514,Red Soil
1.074835109,1.282885863,0.775988262,25.35982697,38.55996353,0.503349476,6.082385806,Red Soil
1.135054758,1.072118826,1.200899349,24.04081624,29.53193604,0.394025918,6.422091075,Red Soil
0.547795482,0.477878876,0.442980486,25.29431585,13.35867887,0.188888164,4.393272764,Red Soil
0.493329527,0.623902445,1.750804211,9.449521956,25.5195549,1.553973708,7.868971902,Desert Soil
41.05572817,14.33656838,34.00413585,62.8518167,23.86885986,0.340721711,7.340035326,Loamy Soil
47.46430931,17.91613768,45.35448927,74.86827783,44.06090601,0.63036336,6.167683161,Alluvial Soil
0.599285968,0.982075282,0.960030804,18.58902914,38.66737839,1.178437366,7.061588933,Desert Soil
36.1996349,14.95153605,26.77650916,56.80528079,25.0940358,0.318460536,7.619796666,Alluvial Soil
1.386979997,0.799148389,1.363297321,27.27754406,28.23919109,0.526611879,5.914292794,Red Soil
53.50513553,11.43482792,53.66154495,89.75327694,33.73667312,0.342312065,6.194200282,Alluvial Soil
0.756634394,1.091377977,1.031106499,20.76739051,27.93770918,0.31133572,6.882451663,Red Soil
42.09044658,15.96666213,55.77980481,113.5691409,54.63979951,0.643252644,6.870133198,Alluvial Soil
42.38412116,14.9017501,51.46280378,86.089595,36.90664241,0.581684411,5.745108607,Alluvial Soil
19.26340807,37.52061531,31.03050536,56.44292743,26.27171984,0.379421398,7.872932976,Loamy Soil
1.104948712,1.486211148,1.099941118,23.31295348,28.93613569,0.517472802,6.077785987,Red Soil
1.31631092,0.724946248,1.02393207,11.51746382,25.01495291,0.593890027,6.745410013,Desert Soil
1.071538215,1.27268411,0.737007328,24.60667923,31.79190528,0.728235168,5.87916191,Red Soil
33.73783941,16.70762809,29.20608625,55.31694508,21.21528311,0.388758512,7.584086557,Loamy Soil
13.49140487,44.8797594,30.9366765,60.37389601,28.40910203,0.406316589,6.933255138,Loamy Soil
44.9599127,13.76406407,47.11662515,69.28442031,38.31655838,0.281289707,5.312431794,Alluvial Soil
1.444338897,1.394358479,0.926852461,16.83557508,26.98051722,0.662024849,6.944301839,Desert Soil
1.369975401,0.825795377,1.416525746,21.51292349,26.22688276,0.566920934,6.402407131,Red Soil
45.35250692,12.23164629,43.44293166,82.2812031,30.89001055,0.399948608,6.963593336,Alluvial Soil
0.763450795,1.196970179,0.737932425,19.30408793,31.33757103,0.40112661,6.262426914,Red Soil
21.98041261,49.99911631,36.41958994,74.13360362,44.31460888,0.587750641,6.061198062,Alluvial Soil
12.94208469,26.99665098,19.43816974,56.08913917,17.96989301,0.272248721,7.406509716,Loamy Soil
24.88934178,13.84241345,20.40144158,46.31599064,15.48480409,0.308657582,6.45173887,Loamy Soil
1.383289478,1.200374807,1.019748218,24.51618921,36.97785164,1.342329774,7.198623432,Desert Soil
31.25784672,13.0426898,27.34764426,62.20033022,24.23318632,0.303983418,6.663866456,Loamy Soil
48.25664793,16.4191163,49.62129577,121.5026306,48.82640049,0.661082194,6.757331314,Alluvial Soil
31.15638159,14.29080952,28.41316401,56.98655157,26.73596283,0.301685912,5.35993991,Alluvial Soil
54.69505202,22.39099182,37.48216808,67.02704229,38.59520943,0.5233268,5.907337122,Alluvial Soil
0.550662511,1.334920093,1.458168944,15.38605862,30.07675475,0.771553066,6.985553765,Desert Soil
44.01605113,14.48084709,31.8371808,61.04528822,26.18615509,0.407252774,6.762600531,Loamy Soil
29.29785605,12.34887945,26.08309277,65.31494079,26.3177267,0.378565474,7.06539903,Alluvial Soil
10.91086739,27.61027454,19.10728249,49.41445236,16.70197497,0.356733709,6.636194684,Loamy Soil
25.6804147,11.93118278,22.19144555,52.61071997,18.9933911,0.306843313,6.927836247,Loamy Soil
1.143986713,1.397372294,1.306458654,27.0166645,27.35289828,0.464327602,6.244654774,Alluvial Soil
1.018109014,0.680530313,1.541847977,12.62646363,26.22355949,1.084301575,6.626253935,Desert Soil
1.054137205,0.781112563,1.312453282,10.33728746,30.38915707,0.940312676,7.533812711,Loamy Soil
15.91853159,27.67605313,25.0773145,59.56723153,21.18266013,0.401688031,7.204827653,Loamy Soil
48.56655046,11.67505236,51.42679339,79.68386243,31.47104074,0.325913234,6.621503008,Alluvial Soil
0.700114883,1.208500487,0.760509078,19.24595492,29.65160894,0.35758462,5.979469552,Red Soil
43.94289696,12.6670731,48.84782689,68.93463728,25.48734399,0.339598016,6.328191285,Alluvial Soil
1.642353998,1.198106923,1.185036205,14.17978616,20.32267547,1.022414271,6.759553308,Desert Soil
0.817591889,1.376352055,1.448165731,27.38003111,35.28462082,0.425897069,5.32830115,Red Soil
47.78169719,18.16040077,48.57436606,92.95190602,39.58072721,0.498619073,7.179804496,Loamy Soil
0.591772826,1.057007537,1.10357466,25.41322152,28.77947017,0.554943013,6.706148763,Desert Soil
1.422632292,1.469327,1.457269453,15.41216409,44.57849471,0.841015867,7.837506594,Desert Soil
35.28039692,16.91156868,27.64591553,65.13151412,22.03876608,0.356630147,7.097884598,Loamy Soil
14.33422466,43.94814981,32.71527597,67.08614082,25.38884447,0.370949694,7.180101755,Loamy Soil
32.13076106,15.99103759,29.89768294,60.48466254,24.9271458,0.286362669,6.918535392,Loamy Soil
24.64635082,13.22100929,23.73483945,47.86257138,20.74729306,0.388646851,8.156720819,Loamy Soil
22.4414745,13.98892954,23.02236627,50.07089639,24.16584334,0.257581244,6.278434388,Alluvial Soil
1.044615782,0.475978596,1.702338046,20.87417441,33.06162762,0.712284217,7.006359456,Desert Soil
25.3800406,12.81640121,19.08344739,57.33044229,16.60961208,0.332998844,6.587163323,Loamy Soil
41.72597729,18.38493506,40.18423262,70.47800759,44.68462654,0.735282967,5.563264756,Alluvial Soil
0.910103677,1.071640316,1.0728677,27.67200315,34.18569446,0.433875198,6.904762888,Red Soil
1.040219371,0.943653559,1.496363014,25.16420895,31.16731941,0.544094209,6.274048971,Red Soil
1.521698305,1.364775589,0.914865739,22.87639319,33.17597034,0.295362943,6.323413697,Red Soil
43.30125492,12.88941153,36.59599484,69.47234627,35.64269443,0.063950524,5.404698727,Alluvial Soil
1.355021064,1.050764994,1.670217576,15.85764479,24.07176737,1.192858341,6.548285707,Desert Soil
24.6088598,15.68007069,21.71741008,49.58022179,20.62704099,0.330153737,6.566541073,Loamy Soil
16.20997623,28.0743978,27.16227178,54.67679119,20.5700793,0.350636942,6.281814355,Loamy Soil
0.813108585,1.328062881,0.853539045,17.6715373,30.97434951,0.55255468,6.471342892,Red Soil
28.13270748,12.96518657,18.48231285,47.6562494,18.66503195,0.328385146,7.712796046,Loamy Soil
44.79564902,14.69496583,28.92886765,62.0739933,25.08619158,0.375849189,6.284626484,Loamy Soil
36.72084325,21.93776239,28.58137913,59.32876709,26.10350745,0.335177083,8.195129854,Loamy Soil
33.75036618,18.65042488,32.18469373,55.30957038,22.73503588,0.35671814,6.704605771,Loamy Soil
0.762861281,1.656022051,1.344645297,19.9288906,24.10737589,0.433948847,5.562061122,Red Soil
18.32880841,14.47975446,21.04111303,63.69187828,24.2106442,0.534845707,7.369946025,Alluvial Soil
0.837168913,1.144359158,1.400956488,19.8451201,42.06230397,0.992263921,7.066120963,Desert Soil
19.64374685,14.07478624,19.63594886,49.27678944,20.88412585,0.207779972,5.915580273,Alluvial Soil
1.186567977,1.312371443,1.548318273,22.92251747,28.120209,0.513596658,7.244732698,Red Soil
48.2494161,12.52661566,48.55918795,65.8403887,30.10339161,0.386128954,7.502555983,Alluvial Soil
1.265521456,1.12399011,0.657662247,22.53890762,30.70185949,0.627423799,5.941832743,Red Soil
13.14729524,24.62304385,21.68720592,50.38908461,18.18769254,0.30148427,6.333038568,Loamy Soil
48.87694068,13.34085805,47.05044692,78.06341246,35.91325685,0.367015907,6.962346668,Alluvial Soil
1.029485901,0.831610667,1.20318686,14.84601448,42.8621217,0.957761346,7.212701975,Desert Soil
1.412185103,0.83133459,0.954073665,19.61833459,33.94096274,1.476013092,7.707812095,Desert Soil
28.17120625,12.79570722,21.63828345,49.1415216,18.7123361,0.281522568,6.809386033,Loamy Soil
0.779402996,1.464253458,1.512454739,22.85129479,32.56097186,0.579619445,6.160394535,Red Soil
30.61800456,14.53311284,24.3403306,59.76526834,24.02840576,0.34594293,6.710339396,Loamy Soil
0.604648184,0.91903302,1.782921248,24.24116016,43.45382471,1.116003438,7.401485423,Desert Soil
0.955969684,1.007971319,1.40865411,25.29100559,32.54224619,0.372621354,7.183933101,Red Soil
1.392694706,1.324622587,1.256594358,14.25066588,16.89457842,0.92461305,6.590633171,Desert Soil
29.80959546,11.2937781,21.21037059,48.34121103,16.98068341,0.361854812,6.882985008,Loamy Soil
11.76625388,24.98147252,24.49569779,53.90838214,23.17347493,0.300842773,6.577921842,Loamy Soil
1.465581622,1.397030101,0.751507541,18.5023192,27.40244464,0.229596241,5.270469934,Red Soil
0.982392753,1.331983132,0.686586401,25.90690743,30.68028761,0.682800435,6.410237553,Red Soil
18.11651027,11.85785861,14.67262337,57.81803558,18.55268306,0.237072161,7.719730471,Alluvial Soil
1.216151574,0.906254521,1.104239164,12.65812859,33.43111327,0.567909282,7.02903763,Desert Soil
34.25627331,16.41574301,26.49036885,58.46231757,25.01056746,0.351036997,6.355317733,Loamy Soil
25.46978915,11.69821607,24.940998,53.22522252,26.00280203,0.309876952,7.45466656,Alluvial Soil
12.65366039,39.24925756,31.23941212,61.49770761,25.74554055,0.35701252,7.217390233,Loamy Soil
27.20811403,11.76471741,23.64413012,61.33745567,24.20561215,0.400407726,6.944013248,Alluvial Soil
0.715575941,1.374383665,0.778979232,16.91549467,25.86340968,0.292341052,5.870856182,Red Soil
0.495481357,1.16867306,1.494441342,21.62966488,40.48561517,1.027231096,7.536147218,Desert Soil
0.705465221,0.870993911,1.156203434,11.73924737,35.35445284,1.177288373,6.536854116,Desert Soil
21.36930747,12.7517791,16.31550123,63.63403108,19.09461702,0.242398362,7.719627966,Alluvial Soil
0.905125585,0.762844782,1.249746742,19.44531794,28.34029655,0.719497304,6.562441214,Desert Soil
26.94672216,15.79383035,24.33132675,63.03219673,24.81442055,0.82572213,6.001136049,Alluvial Soil
1.696272971,0.643843691,1.27487817,19.33648346,17.70702799,0.487412226,6.263827958,Desert Soil
25.03046902,12.92142606,18.42842672,49.12333506,19.59523605,0.253833138,7.64930404,Loamy Soil
30.54261202,15.84714908,25.04368958,56.86222689,22.94755382,0.3334052,7.533757285,Loamy Soil
1.201219586,1.344088364,0.862110971,31.0640286,35.08976861,0.22893971,5.743442293,Red Soil
1.009402329,1.335734002,0.976729031,22.16112178,33.44120522,0.204462328,5.591074764,Red Soil
37.38612767,18.19669506,31.25162361,62.94761859,24.41875176,0.34341706,7.528888513,Loamy Soil
24.60406252,11.57361107,18.65279996,53.52434586,19.19152981,0.357743756,6.217145661,Loamy Soil
1.290295948,1.340674509,0.873595934,26.79843995,29.31469474,0.620527465,7.070386379,Red Soil
43.67307022,16.12489254,42.05688661,74.09622671,32.46252796,0.382520321,6.920519231,Alluvial Soil
1.088529553,0.500745372,1.739128365,19.80822645,31.52222636,1.204539779,6.492893326,Desert Soil
0.449446578,1.055401213,1.375831954,15.01576033,31.64746396,0.889563113,7.229742837,Desert Soil
1.377171419,0.817465575,1.27550988,20.22508661,27.67694661,0.274145423,5.483393385,Red Soil
20.18588867,52.77829486,46.99394842,84.73126975,43.82473924,0.829058321,5.631962776,Alluvial Soil
0.989808108,1.323502912,0.6408966,26.3894871,33.44571139,0.596241947,6.346157395,Red Soil
27.24422799,11.41294055,25.62454876,57.54256474,29.18000116,0.376527469,7.315608172,Alluvial Soil
1.427989717,0.523924931,1.494415197,18.35167614,22.65712771,0.597451318,7.652044453,Desert Soil
35.16016126,10.92007429,31.36147102,55.60758863,27.00985584,0.323483607,6.144608883,Alluvial Soil
1.610482546,1.016883991,1.141704857,24.32894439,32.0983646,0.289658281,6.130282719,Red Soil
0.668819405,1.279920455,1.665262223,25.14559245,34.31086906,0.474887257,6.423788592,Red Soil
1.216368551,1.056988973,1.316007453,24.16692153,34.78520918,0.309458224,6.299544552,Red Soil
0.757340581,1.022512529,0.876352399,19.25431388,24.41654064,0.304884423,5.369262218,Red Soil
1.346020995,1.196619972,1.314320772,19.66105972,32.36760642,0.750172804,7.406192886,Desert Soil
0.63641985,0.866740794,1.456257134,11.75666266,18.83966871,0.623418918,7.898984623,Desert Soil
1.48995223,1.526021897,0.644981763,20.53617395,26.43867784,0.207395918,5.610685115,Red Soil
1.513353027,0.584797268,1.141252934,10.9817944,21.34790057,0.668587076,7.451857718,Desert Soil
0.937049279,1.348914537,1.161192684,17.74467068,23.92240289,0.571414874,5.14762581,Red Soil
15.64932433,32.92948689,29.74433073,49.89581501,23.70918584,0.271661262,7.186936387,Loamy Soil
1.517173876,0.880044907,1.107250103,24.27228287,34.61166569,0.358945498,5.985318118,Red Soil
1.241544854,1.291077427,1.466123602,21.19245449,33.54018697,0.49094377,7.108628676,Red Soil
1.024428842,1.232710508,1.290795357,23.99532439,26.77100165,0.410351927,6.386708493,Red Soil
0.752998923,1.161403429,1.432491789,15.48520687,26.66351533,0.476019354,6.735282911,Desert Soil
0.985795138,0.921408707,1.384834667,19.25760329,29.25928067,1.163199055,7.767174605,Desert Soil
30.37060501,12.00582878,36.67580805,65.89953917,42.96131974,0.447831793,6.148213531,Alluvial Soil
0.647384405,0.916727212,1.637968108,13.08227084,33.08639413,0.563783327,7.140726164,Desert Soil
17.66652503,13.36314485,17.73925206,68.95203638,20.2108468,0.380469175,7.519423397,Alluvial Soil
34.33131407,16.90157631,25.1050567,54.1876708,32.89288102,0.427004025,7.377223349,Alluvial Soil
1.189128547,0.745559233,1.567224437,16.4878568,35.72482906,0.958953843,7.034168742,Desert Soil
24.50875026,13.13947253,26.65121283,51.33071598,25.89082468,0.260097275,6.063489556,Alluvial Soil
1.223567359,1.053117969,1.448975274,23.4576948,27.20169096,0.281191809,5.779244655,Red Soil
13.93332478,42.51366362,43.9275156,75.22701242,41.05472234,0.457455832,5.783107232,Alluvial Soil
26.22621241,19.81771198,20.66362467,45.45685525,20.26178389,0.374657401,7.288297007,Loamy Soil
0.769408076,1.426886923,1.52310305,22.59180673,31.22351754,0.499550558,6.316946825,Red Soil
44.05102633,16.05153254,47.77853604,77.32784664,34.28135174,0.275715316,5.896155139,Alluvial Soil
29.35483578,16.68864976,23.63927996,59.09385469,21.28631865,0.323105136,7.229452135,Loamy Soil
0.934205848,0.835522662,1.26656931,24.67329249,28.52604436,0.247420629,6.276839833,Red Soil
33.41449927,20.86415467,30.17064551,64.90998525,25.93755048,0.264421942,7.341302478,Loamy Soil
44.56207431,20.62478677,43.04651798,74.26321642,49.24362488,0.536129638,5.739827901,Alluvial Soil
39.36880034,14.75118421,29.15753638,65.49875304,27.68967454,0.347877761,6.891481573,Loamy Soil
0.910275839,0.737995315,1.420666572,16.64427532,31.16255255,1.280129222,7.672371085,Desert Soil
24.41767773,13.00642124,19.09455956,46.97751493,18.067671,0.339386303,7.809394724,Loamy Soil
1.625361295,1.007996298,1.315502451,14.00095742,24.14519604,1.239089374,7.7533849,Desert Soil
40.66728233,20.54450472,28.68672127,61.46272443,26.01649703,0.332867644,7.359266376,Loamy Soil
44.93446014,14.38842305,44.54586166,76.17109133,30.02073848,0.363812324,6.051482683,Alluvial Soil
1.818623761,0.847292088,1.64929562,9.365291089,21.72458165,0.759936074,6.402736608,Desert Soil
0.506945963,1.136518517,1.51455677,22.86785128,42.52695151,1.044067658,6.823202412,Desert Soil
21.5214127,13.8129418,14.76405397,57.51019769,22.18705677,0.26226287,7.175348304,Alluvial Soil
18.90253146,12.77324517,16.76232187,48.07243097,21.64675894,0.211709074,6.048799824,Alluvial Soil
36.11622501,17.31834044,26.82013846,52.50060079,24.29374217,0.3552077,6.856001625,Loamy Soil
1.250064352,0.876795959,1.1283984,23.48372602,43.70415757,1.338762474,7.560497797,Desert Soil
35.72769172,17.48507801,28.01798774,60.09146112,27.08791307,0.295085494,6.986784385,Loamy Soil
1.336124875,0.900649268,1.012760148,24.97101571,33.21574078,0.29625249,5.639203792,Alluvial Soil
45.09812206,16.43929349,43.25646946,66.6093455,32.62543401,0.435419339,6.913934478,Loamy Soil
41.87501,12.84851183,40.66770366,73.28391094,23.39723185,0.297193246,5.569547906,Alluvial Soil
1.196177073,0.967906473,1.176391489,24.81733747,34.06003221,0.312232487,5.967733951,Red Soil
1.289880194,1.420392483,1.581654315,22.19238851,31.52990677,0.495247144,6.623943431,Red Soil
1.217108455,1.257571433,0.715169109,24.17019778,34.91871849,0.411273583,6.171001042,Red Soil
1.44701328,1.485178943,1.502612949,21.30601236,30.86579358,1.276731603,7.62302572,Desert Soil
35.68423123,17.42056817,23.59051164,50.12196089,19.99751501,0.375331743,6.693994803,Loamy Soil
28.06801312,11.80036388,25.88939632,55.9435757,26.04847199,0.330979455,6.161755751,Alluvial Soil
40.00120146,14.99017819,45.95466444,75.95464208,30.59483639,0.066643053,4.75889226,Alluvial Soil
32.69008018,18.0962813,28.03813334,56.30714337,23.63788211,0.359129533,7.996692246,Loamy Soil
37.96566626,16.22675645,44.43987045,71.21171773,36.78531185,0.226043477,5.447937208,Alluvial Soil
1.116509984,0.961388666,1.302302181,11.84693206,27.9779071,1.385224027,7.398046021,Desert Soil
19.4028928,11.15057308,20.41385647,48.54376582,19.80737769,0.263783503,6.234436332,Alluvial Soil
14.33242654,43.34356316,44.47271732,61.49358139,36.72142004,0.403085254,5.637317844,Alluvial Soil
1.410169369,0.907330754,1.509736371,20.17322233,28.64019134,0.431465887,6.285150169,Red Soil
13.65106118,24.43616312,24.37494382,53.04786246,20.39161007,0.287711855,5.888335596,Alluvial Soil
46.50883324,11.87941644,52.50481472,86.60000006,31.93627962,0.346133387,7.012084615,Alluvial Soil
0.660137795,1.174231543,1.489451126,15.56649922,37.29870581,0.649392512,7.918928861,Desert Soil
11.69221279,25.93200264,26.58386273,53.15166493,24.21309255,0.323196986,5.838148354,Alluvial Soil
22.49012156,13.23926141,21.73334516,46.00177521,22.07409909,0.264249734,5.734305871,Alluvial Soil
18.43535875,39.28650177,33.10200574,84.11187549,33.45057967,0.264217452,6.26408998,Alluvial Soil
0.751076292,1.358893726,1.519681487,10.81278045,22.89734627,1.211722183,7.21998941,Desert Soil
0.942673899,1.373085488,1.630226219,22.76972673,36.49834027,0.57052715,7.844724796,Desert Soil
1.347431707,1.108309605,1.297553297,18.80099704,30.57977536,0.190646272,5.741900861,Red Soil
1.685588168,1.213736112,1.358383981,13.62828385,32.16200112,0.532143156,7.091929629,Desert Soil
29.62401018,11.26363915,21.63520851,48.82715007,19.61677764,0.350810029,6.660201626,Loamy Soil
1.865511346,0.71484373,1.103873958,17.50360225,29.21644495,1.623790532,6.855912765,Desert Soil
0.97766386,1.130568909,1.284061419,21.09233237,32.19544972,0.284187078,6.904027955,Red Soil
1.363044928,1.493978576,1.348608776,20.30819202,23.38211178,1.597845815,7.160868563,Desert Soil
12.60194464,27.72702399,19.95348984,54.29351458,16.15010106,0.292581702,7.385772547,Loamy Soil
1.15701316,0.836847989,1.538908284,27.85561967,34.97008773,0.443461754,6.167116047,Red Soil
1.240042611,1.468685074,1.071693928,14.80803486,22.5479311,0.94408836,6.935478912,Red Soil
46.10998987,11.18781452,52.2090122,79.43600647,35.4875177,0.461190588,7.501716276,Alluvial Soil
0.951652387,0.560396361,0.811217635,18.34160103,27.53289416,0.464127773,5.703321008,Red Soil
1.837732637,0.465203587,1.592570545,13.06821156,37.6911924,1.144580895,6.741835069,Desert Soil
1.323213637,0.579830878,1.326015199,21.52463656,36.16386078,0.693754461,7.944976146,Desert Soil
0.908544117,1.596810699,0.99931015,20.39559285,31.91509097,0.188550475,5.451933474,Red Soil
39.18972024,12.43045445,37.18251906,83.07101601,26.9857711,0.368095581,6.245515709,Alluvial Soil
51.39175599,13.33822517,48.47567743,87.91377041,29.71502118,0.375941014,6.659088406,Loamy Soil
1.213589789,1.644462484,1.565386702,22.86725421,35.96454,0.515226313,6.370216873,Red Soil
43.12037492,14.66892508,28.75884678,57.26831437,25.71673252,0.372006432,6.066797894,Loamy Soil
1.220328128,0.833619277,1.293784496,16.76822191,28.23342992,0.332129411,5.831759831,Red Soil
1.046198339,1.251971026,1.446918173,26.97839069,30.01549387,0.482229646,6.598782476,Red Soil
0.618074964,1.832233579,1.184862354,16.35716535,23.49040317,0.585124978,6.870881255,Desert Soil
64.39536636,16.96164511,60.08428591,122.0338628,36.69332065,0.585635356,6.387523004,Alluvial Soil
1.419108422,1.340393834,0.825875608,23.48033226,32.72496709,0.3028432,5.995112727,Red Soil
32.27451029,15.1712874,34.67918801,55.07760928,32.57590411,0.269949453,6.478478073,Alluvial Soil
0.495883699,1.575947593,1.609360485,14.75268026,41.76173907,1.220903388,7.335853179,Desert Soil
17.33950101,33.46772582,30.59600746,57.59764366,22.26858542,0.407239818,6.454272744,Loamy Soil
